y_true,y_pred,prob_no_stroke,prob_stroke
1,1,0.24793767186067828,0.7520623281393217
1,1,0.44024856596558315,0.5597514340344169
1,1,0.24793767186067828,0.7520623281393217
1,0,0.9804270462633452,0.019572953736654804
1,1,0.38929889298892995,0.61070110701107
1,0,0.9793233082706767,0.020676691729323307
1,1,0.44024856596558315,0.5597514340344169
1,1,0.24793767186067828,0.7520623281393217
1,0,0.8739612188365651,0.1260387811634349
1,1,0.44024856596558315,0.5597514340344169
1,0,0.7821461609620721,0.21785383903792785
1,1,0.38929889298892995,0.61070110701107
1,0,0.8739612188365651,0.1260387811634349
1,1,0.24793767186067828,0.7520623281393217
1,0,0.7416918429003021,0.2583081570996979
1,0,0.7046783625730995,0.2953216374269006
1,1,0.24793767186067828,0.7520623281393217
1,1,0.44024856596558315,0.5597514340344169
1,0,0.8739612188365651,0.1260387811634349
1,0,0.6762820512820513,0.32371794871794873
1,0,0.5697424892703863,0.4302575107296137
1,0,0.6878238341968912,0.3121761658031088
1,0,0.7821461609620721,0.21785383903792785
1,1,0.44024856596558315,0.5597514340344169
1,0,0.7657004830917874,0.2342995169082126
1,0,0.7821461609620721,0.21785383903792785
1,0,0.7657004830917874,0.2342995169082126
1,0,0.8739612188365651,0.1260387811634349
1,1,0.470193740685544,0.529806259314456
1,1,0.38929889298892995,0.61070110701107
1,0,0.8490159901599016,0.15098400984009838
1,1,0.470193740685544,0.529806259314456
1,0,0.5697424892703863,0.4302575107296137
1,1,0.24793767186067828,0.7520623281393217
0,0,0.999625748502994,0.00037425149700598805
0,0,0.7380952380952381,0.2619047619047619
0,0,0.9924242424242424,0.007575757575757576
0,0,0.9482323232323232,0.05176767676767677
0,0,0.6878238341968912,0.3121761658031088
0,0,0.999625748502994,0.00037425149700598805
0,0,0.9958677685950413,0.004132231404958679
0,0,0.7821461609620721,0.21785383903792785
0,0,0.5895140664961637,0.41048593350383633
0,0,0.9503870513722731,0.04961294862772695
0,0,0.6598721023181455,0.34012789768185453
0,0,0.8490159901599016,0.15098400984009838
0,0,0.9924242424242424,0.007575757575757576
0,0,0.9482323232323232,0.05176767676767677
0,0,0.913625304136253,0.08637469586374696
0,0,0.8734439834024896,0.12655601659751037
0,0,0.8490159901599016,0.15098400984009838
0,0,0.9899135446685879,0.010086455331412105
0,0,0.9503870513722731,0.04961294862772695
0,0,0.6598721023181455,0.34012789768185453
0,0,0.9899135446685879,0.010086455331412105
0,0,0.9995458673932789,0.0004541326067211626
0,0,0.6762820512820513,0.32371794871794873
0,0,0.7657004830917874,0.2342995169082126
0,0,0.9793233082706767,0.020676691729323307
0,0,0.999625748502994,0.00037425149700598805
0,0,0.9961832061068703,0.0038167938931297713
0,0,0.9503870513722731,0.04961294862772695
0,0,0.7657004830917874,0.2342995169082126
0,0,0.9503870513722731,0.04961294862772695
0,0,0.9899135446685879,0.010086455331412105
0,0,0.9899135446685879,0.010086455331412105
0,0,0.7657004830917874,0.2342995169082126
0,0,0.8490159901599016,0.15098400984009838
0,0,0.9448398576512456,0.055160142348754444
0,0,0.9924242424242424,0.007575757575757576
0,0,0.999625748502994,0.00037425149700598805
