y_true,y_pred,prob_no_stroke,prob_stroke
1,1,0.20493671491986665,0.7950632850801334
1,1,0.2060356682814123,0.7939643317185877
1,0,0.7210972493782457,0.27890275062175424
1,1,0.05109683479352578,0.9489031652064742
1,0,0.62314043019971,0.37685956980029
1,1,0.267171671182329,0.732828328817671
1,1,0.2361642453056989,0.7638357546943011
1,1,0.4293190385594162,0.5706809614405838
1,0,0.9896376439821938,0.01036235601780626
1,1,0.47534747238597697,0.524652527614023
1,0,0.8359833153338762,0.16401668466612385
1,0,0.6846592963944769,0.3153407036055231
1,1,0.39883766582145486,0.6011623341785451
1,1,0.3593263723816883,0.6406736276183117
1,1,0.4130441860698376,0.5869558139301624
1,1,0.27528664634930855,0.7247133536506914
1,1,0.09544139487341552,0.9045586051265845
1,1,0.15436908926600157,0.8456309107339984
1,1,0.11131403539479567,0.8886859646052043
1,1,0.10368869619140397,0.896311303808596
1,1,0.31050655802777716,0.6894934419722228
1,1,0.3749468079058643,0.6250531920941357
1,1,0.19246470522705905,0.807535294772941
1,0,0.9997647346074595,0.0002352653925404364
1,1,0.07020692946326457,0.9297930705367354
1,0,0.6611614417557474,0.33883855824425263
1,0,0.664048529858001,0.33595147014199905
1,1,0.038368458568425634,0.9616315414315744
1,1,0.3743108344946161,0.6256891655053839
1,1,0.14927459305579371,0.8507254069442063
1,1,0.026115929858551823,0.9738840701414482
1,0,0.523076515711316,0.476923484288684
1,0,0.8935460291087842,0.10645397089121576
1,1,0.20298577411022345,0.7970142258897766
1,0,0.77824601690976,0.22175398309024
1,1,0.041361039450959036,0.958638960549041
1,1,0.3261725193238245,0.6738274806761755
1,1,0.23598673009009452,0.7640132699099055
1,1,0.2586953300133885,0.7413046699866115
1,0,0.8213670873423218,0.1786329126576782
1,0,0.9724190670093058,0.0275809329906942
1,1,0.19948612656413112,0.8005138734358689
1,1,0.2939101469231702,0.7060898530768298
1,0,0.9996318291497706,0.00036817085022947826
1,1,0.332143196800772,0.667856803199228
1,1,0.11298856547257274,0.8870114345274273
1,0,0.8889142153102645,0.11108578468973551
1,1,0.3519385561574184,0.6480614438425816
1,1,0.21268976862365352,0.7873102313763465
1,0,0.701349921345109,0.298650078654891
1,1,0.02845996892977376,0.9715400310702262
1,0,0.9768460642474198,0.023153935752580207
1,0,0.5320915190109101,0.46790848098908994
1,0,0.8605349278367218,0.13946507216327825
1,1,0.04681740799384648,0.9531825920061535
1,0,0.9521958653047832,0.047804134695216875
1,1,0.38233215484426153,0.6176678451557385
1,1,0.21344131515204856,0.7865586848479514
1,1,0.2813793530667754,0.7186206469332246
1,0,0.8887608904586513,0.1112391095413488
1,1,0.2033312364595652,0.7966687635404348
0,0,0.9999996150632015,3.8493679855851313e-07
0,0,0.9999985984192801,1.401580719916635e-06
0,0,0.8611070084005223,0.13889299159947766
0,0,0.5878139888011715,0.41218601119882853
0,0,0.9282098112602111,0.07179018873978893
0,0,0.9953997922811375,0.004600207718862522
0,0,0.5289805688292427,0.4710194311707573
0,0,0.9990628698172398,0.000937130182760204
0,1,0.1729175608899285,0.8270824391100715
0,0,0.9997722534328174,0.0002277465671826321
0,0,0.7662458981067991,0.2337541018932009
0,0,0.9341708879222625,0.0658291120777375
0,0,0.999780672084852,0.00021932791514801605
0,0,0.9999997171805175,2.8281948245586923e-07
0,1,0.1714604644968507,0.8285395355031493
0,0,0.7890157722771315,0.21098422772286854
0,0,0.9951581997987318,0.0048418002012682836
0,0,0.9532383649947627,0.04676163500523728
0,1,0.3625026578423435,0.6374973421576565
0,1,0.39343895448081856,0.6065610455191814
0,0,0.9832099883356693,0.01679001166433065
0,0,0.999961968537187,3.803146281302385e-05
0,0,0.9993769218493794,0.0006230781506206055
0,0,0.985032341232915,0.014967658767084986
0,0,0.9999996150632015,3.8493679855851313e-07
0,1,0.27371495977299864,0.7262850402270014
0,0,0.9824619139279693,0.017538086072030674
0,0,0.9985660015692766,0.0014339984307234835
0,0,0.9962015248119619,0.0037984751880381015
0,0,0.9999051776442208,9.482235577914767e-05
0,0,0.999396693390951,0.0006033066090489278
0,0,0.9897542035544111,0.010245796445588838
0,0,0.8831851518711407,0.11681484812885937
0,1,0.2797384659533524,0.7202615340466476
0,0,0.9999997999224924,2.0007750753475025e-07
0,1,0.3087943066973723,0.6912056933026277
0,0,0.999887340705879,0.00011265929412100505
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.690967371260449,0.30903262873955095
0,1,0.4125046131568014,0.5874953868431986
0,0,0.9835366134142324,0.01646338658576763
0,0,0.5601045990228597,0.43989540097714036
0,0,0.9335533553139688,0.06644664468603126
0,0,0.8319583340531439,0.1680416659468561
0,0,0.5782332881693002,0.4217667118306998
0,1,0.04539493512722237,0.9546050648727776
0,0,0.9998893019497722,0.00011069805022778259
0,0,0.9991910153948204,0.0008089846051796488
0,1,0.02709347437830123,0.9729065256216988
0,0,0.7437293129428432,0.25627068705715683
0,0,0.8338087857161982,0.16619121428380176
0,0,0.9999996268102561,3.731897439178621e-07
0,0,0.9013221950625725,0.09867780493742755
0,0,0.9984799651694505,0.001520034830549494
0,0,0.9992470494382788,0.0007529505617212401
0,1,0.1456338816086601,0.8543661183913399
0,0,0.5539008734540708,0.4460991265459292
0,0,0.7360856751600234,0.26391432483997657
0,0,0.8927891251952282,0.10721087480477172
0,0,0.8904471404496517,0.10955285955034834
0,0,0.9996655363613103,0.0003344636386897038
0,0,0.9720058539636465,0.027994146036353522
0,0,0.9890451254209218,0.010954874579078228
0,0,0.9309581530044736,0.06904184699552639
0,1,0.08323628429983143,0.9167637157001686
0,0,0.9998950192183027,0.00010498078169729431
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.9999999921151635,7.884836413443424e-09
0,0,0.9999440769793686,5.5923020631405465e-05
0,0,0.9920562357685954,0.007943764231404622
0,0,0.9999726883705063,2.7311629493620085e-05
0,0,0.9997325229837393,0.00026747701626073247
0,0,0.9999996990804119,3.009195881263536e-07
0,0,0.999960901354004,3.909864599599975e-05
0,1,0.03422695186591285,0.9657730481340872
0,0,0.7393774689347958,0.2606225310652042
0,0,0.9999226044409917,7.739555900835898e-05
0,1,0.4975674109176025,0.5024325890823975
0,1,0.1432456430044734,0.8567543569955266
0,0,0.9999941958488511,5.8041511488778655e-06
0,0,0.9986276872314821,0.0013723127685179104
0,0,0.9999134610827908,8.653891720923085e-05
0,0,0.6700676504741494,0.3299323495258506
0,0,0.9982948745344465,0.0017051254655535105
0,0,0.6638743626113449,0.3361256373886551
0,1,0.34289430923758757,0.6571056907624124
0,0,0.6811291676753477,0.3188708323246523
0,0,0.9999992994556717,7.005443283201762e-07
0,0,0.9999861857983159,1.38142016840777e-05
0,0,0.9999134610827908,8.653891720923085e-05
0,0,0.7662458981067991,0.2337541018932009
0,0,0.8831851518711407,0.11681484812885937
0,0,0.6502552839155231,0.3497447160844768
0,0,0.9839132289627854,0.01608677103721453
0,1,0.3572724777276889,0.6427275222723111
0,0,0.9998351962236829,0.0001648037763171245
0,0,0.9446255081438673,0.0553744918561328
0,0,0.9999996268102561,3.731897439178621e-07
0,0,0.9999973478448857,2.6521551142976324e-06
0,0,0.9081144789801097,0.09188552101989038
0,1,0.18897265880605585,0.8110273411939442
0,0,0.9994975948025269,0.0005024051974731488
0,0,0.5351606173897103,0.4648393826102896
0,0,0.9998068426548075,0.00019315734519254147
0,0,0.999961966064325,3.803393567497536e-05
0,0,0.9999996492573603,3.5074263974858376e-07
0,1,0.44573952057271393,0.5542604794272861
0,0,0.9999996990804119,3.009195881263536e-07
0,1,0.4327269552922929,0.5672730447077071
0,0,0.5766631316686414,0.42333686833135864
0,1,0.27679862446035186,0.7232013755396481
0,0,0.9999893250462348,1.0674953765133494e-05
0,0,0.9998226190827476,0.00017738091725240097
0,0,0.9984116499400187,0.0015883500599812288
0,0,0.9998009138455987,0.00019908615440134727
0,0,0.9991066263924934,0.0008933736075066221
0,0,0.9506855938237013,0.04931440617629867
0,1,0.2937128218950924,0.7062871781049076
0,0,0.998433010369317,0.001566989630682996
0,0,0.7788419022193822,0.22115809778061776
0,0,0.9039701819130257,0.09602981808697428
0,0,0.9997388902373953,0.00026110976260470094
0,0,0.5921022971152965,0.4078977028847035
0,0,0.8713856576703212,0.1286143423296788
0,1,0.41886554007995913,0.5811344599200409
0,1,0.4418811372341297,0.5581188627658703
0,0,0.9962776282344212,0.0037223717655787236
0,1,0.46678725210325944,0.5332127478967406
0,1,0.4955879268375234,0.5044120731624766
0,0,0.9755251674367214,0.024474832563278672
0,0,0.9580247597840386,0.041975240215961454
0,0,0.999301880602219,0.0006981193977809751
0,0,0.99477470934139,0.005225290658610016
0,0,0.6418862195150448,0.3581137804849553
0,1,0.4455260145844784,0.5544739854155216
0,0,0.9999182551012705,8.174489872951387e-05
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.99986415752832,0.00013584247168000563
0,0,0.9999217760413892,7.822395861083442e-05
0,1,0.27679862446035186,0.7232013755396481
0,0,0.999999716600806,2.833991939540934e-07
0,0,0.9964061598533901,0.0035938401466099196
0,0,0.5010006143773527,0.4989993856226473
0,0,0.8940370529269307,0.10596294707306932
0,1,0.4266583840377145,0.5733416159622855
0,0,0.9997856702638761,0.00021432973612384312
0,0,0.7934617381850395,0.20653826181496054
0,0,0.9993378762725492,0.0006621237274508197
0,0,0.9997915515365501,0.0002084484634499501
0,0,0.9862086218139002,0.013791378186099759
0,0,0.9995893416074673,0.0004106583925326845
0,0,0.9979120836980412,0.0020879163019587917
0,1,0.0745671379758035,0.9254328620241965
0,0,0.5302525940994827,0.4697474059005173
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.5083747088402928,0.49162529115970716
0,0,0.6712734016519442,0.32872659834805584
0,0,0.99966946054168,0.0003305394583199538
0,1,0.34545539377300216,0.6545446062269978
0,0,0.9998410000120409,0.00015899998795904235
0,1,0.23352923587120777,0.7664707641287922
0,0,0.8732975539655692,0.1267024460344308
0,0,0.5448448130462845,0.4551551869537155
0,0,0.9999851559779702,1.4844022029766934e-05
0,0,0.9907242821051218,0.009275717894878233
0,1,0.10867824908487478,0.8913217509151252
0,0,0.9999842892699424,1.5710730057534846e-05
0,0,0.8532192574940386,0.14678074250596143
0,1,0.19664747884557165,0.8033525211544283
0,0,0.9999992018939671,7.981060329243626e-07
0,0,0.6378881081880013,0.36211189181199865
0,0,0.9991789882579813,0.00082101174201862
0,0,0.9773994716287474,0.022600528371252582
0,0,0.9363955927751099,0.06360440722489018
0,0,0.6645784781996522,0.3354215218003478
0,0,0.9335533553139688,0.06644664468603126
0,0,0.9979237188665702,0.002076281133429793
0,0,0.9999995937556166,4.062443833763701e-07
0,0,0.9207770600911964,0.07922293990880361
0,1,0.45708450072345674,0.5429154992765433
0,0,0.9953481311524066,0.004651868847593405
0,0,0.999629455607159,0.00037054439284102853
0,0,0.9999996150632015,3.8493679855851313e-07
0,0,0.9659769716871207,0.03402302831287927
0,0,0.9998893019497722,0.00011069805022778259
0,0,0.7154041334044234,0.2845958665955766
0,0,0.670257067731675,0.329742932268325
0,0,0.9999998220262339,1.779737660465809e-07
0,1,0.32570315660470295,0.674296843395297
0,0,0.9998893019497722,0.00011069805022778259
0,0,0.9997748776910648,0.0002251223089352013
0,0,0.9998458514430668,0.00015414855693319423
0,0,0.9994609627008185,0.0005390372991814975
0,0,0.9965042422992145,0.003495757700785478
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.9322007789208215,0.06779922107917848
0,0,0.9994447949855354,0.0005552050144645493
0,0,0.8783383371668225,0.12166166283317746
0,0,0.9957065972665781,0.004293402733421966
0,0,0.9935604796017187,0.006439520398281367
0,0,0.9799774116107522,0.020022588389247756
0,0,0.9999216853617476,7.831463825236473e-05
0,0,0.9999226044409917,7.739555900835898e-05
0,0,0.999994649681344,5.350318655970827e-06
0,0,0.9963543217815427,0.003645678218457346
0,1,0.4612920291400161,0.5387079708599839
0,0,0.7912126923069733,0.20878730769302667
0,0,0.999999166511213,8.334887870149447e-07
0,0,0.9973822311073318,0.0026177688926681815
0,0,0.9999971660907121,2.833909287928967e-06
0,0,0.5635010460884002,0.4364989539115998
0,0,0.9898608115882679,0.010139188411732161
0,0,0.9999992994556717,7.005443283201762e-07
0,0,0.917693413126445,0.08230658687355497
0,0,0.9999996382168825,3.6178311745859627e-07
0,0,0.7280932124153529,0.27190678758464715
0,0,0.7623315303163498,0.2376684696836502
0,0,0.9998858121584167,0.00011418784158333566
0,0,0.9996180123084903,0.000381987691509708
0,0,0.8129697594931602,0.18703024050683975
0,0,0.9999996150632015,3.8493679855851313e-07
0,0,0.9198588816301851,0.08014111836981488
0,0,0.9852141470572471,0.014785852942752902
0,0,0.9995261102632811,0.000473889736718933
0,0,0.9973245680846409,0.0026754319153591668
0,0,0.9982305301861774,0.0017694698138226537
0,0,0.5407518923394511,0.4592481076605489
0,0,0.9997501349027124,0.00024986509728761145
0,0,0.5261671494094379,0.4738328505905621
0,0,0.6326045136938309,0.36739548630616914
0,0,0.999559668856835,0.00044033114316503297
0,0,0.9999535518824861,4.644811751387459e-05
0,0,0.5312481561623005,0.4687518438376995
0,0,0.9998491327697713,0.0001508672302287154
0,0,0.9999996990804119,3.009195881263536e-07
0,0,0.9682091554908635,0.031790844509136544
0,0,0.5801214614634751,0.41987853853652485
0,0,0.9996391336699129,0.0003608663300871154
0,1,0.2937128218950924,0.7062871781049076
0,0,0.9977091519441367,0.002290848055863286
0,0,0.9994272359302457,0.000572764069754244
0,0,0.9991340583838983,0.0008659416161016066
0,0,0.8198363224942087,0.18016367750579135
0,1,0.12027510402090746,0.8797248959790925
0,0,0.9361050185199811,0.0638949814800189
0,1,0.26779300402071937,0.7322069959792806
0,0,0.999957107304539,4.2892695460932965e-05
0,0,0.9998410000120409,0.00015899998795904235
0,0,0.9654539408644797,0.034546059135520314
0,1,0.19721263542376077,0.8027873645762392
0,0,0.9301344145751129,0.06986558542488708
0,0,0.8831851518711407,0.11681484812885937
0,1,0.46678725210325944,0.5332127478967406
0,0,0.7738736790980687,0.22612632090193135
0,1,0.2300657567487815,0.7699342432512185
0,0,0.9999996990804119,3.009195881263536e-07
0,0,0.9879711730125212,0.0120288269874788
0,0,0.9920087558609122,0.007991244139087812
0,1,0.2095794109867446,0.7904205890132554
0,0,0.9999973478448857,2.6521551142976324e-06
0,0,0.7280932124153529,0.27190678758464715
0,0,0.9999996382168825,3.6178311745859627e-07
0,1,0.38728653676323477,0.6127134632367652
0,0,0.9995755988267833,0.0004244011732167483
0,0,0.9984999843371888,0.0015000156628112223
0,1,0.22392402304347392,0.7760759769565261
0,0,0.9987332769349582,0.001266723065041847
0,1,0.32570315660470295,0.674296843395297
0,0,0.9884530278206113,0.011546972179388751
0,0,0.8567783701174894,0.14322162988251058
0,0,0.9990609384956668,0.0009390615043332259
0,0,0.9967137577705781,0.003286242229421896
0,0,0.8914737430351304,0.10852625696486962
0,0,0.6609437886936043,0.3390562113063957
0,0,0.9999996382168825,3.6178311745859627e-07
0,0,0.9982394525374347,0.0017605474625652553
0,0,0.8613892469826772,0.13861075301732287
0,1,0.17658197972531509,0.8234180202746849
0,0,0.9995189123558867,0.0004810876441132674
0,0,0.9999079232047844,9.207679521560728e-05
0,0,0.9999999123050347,8.76949653158886e-08
0,0,0.6631556062540179,0.3368443937459821
0,0,0.9885837232207054,0.011416276779294524
0,0,0.9972596836331804,0.0027403163668196276
0,0,0.9907666153530555,0.009233384646944424
0,1,0.2975971387832409,0.7024028612167591
0,1,0.423053249782507,0.576946750217493
0,0,0.9999987893588291,1.2106411708328546e-06
0,0,0.9998945522450834,0.00010544775491661424
0,1,0.1673761726329246,0.8326238273670754
0,1,0.3548108224543338,0.6451891775456662
0,0,0.9998324425515747,0.0001675574484253559
0,0,0.9993371400692542,0.0006628599307457889
0,0,0.9999727072679273,2.7292732072719216e-05
0,1,0.14580845293097866,0.8541915470690213
0,0,0.671083735416662,0.328916264583338
0,0,0.9928126867057083,0.007187313294291724
0,0,0.9999986754970601,1.324502939856107e-06
0,0,0.9997229917586987,0.00027700824130128535
0,1,0.21296223290169825,0.7870377670983018
0,1,0.24257629372627532,0.7574237062737247
0,1,0.4228207332868529,0.5771792667131471
0,0,0.9982249937513578,0.0017750062486422931
0,0,0.7912126923069733,0.20878730769302667
0,0,0.9452118703584877,0.05478812964151229
0,0,0.8046156278835964,0.1953843721164036
